id,status,sub_status,created_at,operation_date,reference,full_name,courier,ID Envío,tracking
1501755,delivered,delivered,15/5/2020 9:32:53,15/5/2020,Shipit0220,Angel Gil,starken,TEST220,929609311
1501754,delivered,delivered,15/5/2020 9:32:52,15/5/2020,Shipit0221,Antonio Dominguez,starken,TEST221,929609328
1501753,delivered,delivered,15/5/2020 9:32:51,15/5/2020,Shipit0222,Jose Castro,starken,TEST222,929609327
1501752,delivered,delivered,15/5/2020 9:32:50,15/5/2020,Shipit0223,Manuel Ramos,starken,TEST223,929609306
1501751,delivered,delivered,15/5/2020 9:32:49,15/5/2020,Shipit0224,Francisco Garcia,starken,TEST224,929609305
1501750,delivered,delivered,15/5/2020 9:32:48,15/5/2020,Shipit0225,David Gonzalez,starken,TEST225,929609304
1501749,delivered,delivered,15/5/2020 9:32:47,15/5/2020,Shipit0226,Juan Fernandez,starken,TEST226,929609310
1501748,delivered,delivered,15/5/2020 9:32:46,15/5/2020,Shipit0227,Jose Antonio Perez,starken,TEST227,929609309
1501747,delivered,delivered,15/5/2020 9:32:46,15/5/2020,Shipit0228,Javier Lopez,starken,TEST228,929609307
1501746,delivered,delivered,15/5/2020 9:32:45,15/5/2020,Shipit0229,Daniel Rodriguez,starken,TEST229,929609303
1501745,delivered,delivered,15/5/2020 9:32:44,15/5/2020,Shipit0230,Jose Luis Martinez,starken,TEST230,929609302
1501744,delivered,delivered,14/5/2020 9:32:44,14/5/2020,Shipit0231,Francisco Javier Sanchez,starken,TEST231,929609286
1501743,delivered,delivered,14/5/2020 9:32:43,14/5/2020,Shipit0232,Carlos Gomez,starken,TEST232,929609301
1501742,delivered,delivered,14/5/2020 9:32:42,14/5/2020,Shipit0233,Jesus Alvarez,starken,TEST233,929609300
1501741,delivered,delivered,14/5/2020 9:32:41,14/5/2020,Shipit0234,Alejandro Martin,starken,TEST234,929609299
1501740,delivered,delivered,14/5/2020 9:32:40,14/5/2020,Shipit0235,Miguel Diaz,starken,TEST235,929609298
1501739,delivered,delivered,14/5/2020 9:32:40,14/5/2020,Shipit0236,Jose Manuel Alonso,starken,TEST236,929609285
1501738,delivered,delivered,14/5/2020 9:32:39,14/5/2020,Shipit0237,Rafael Ruiz,starken,TEST237,929609297
1501737,delivered,delivered,14/5/2020 9:32:38,14/5/2020,Shipit0238,Miguel Angel Hernandez,starken,TEST238,929609284
1501736,delivered,delivered,14/5/2020 9:32:37,14/5/2020,Shipit0239,Pedro Gutierrez,starken,TEST239,929609281
1501735,delivered,delivered,14/5/2020 9:32:36,14/5/2020,Shipit0240,Angel Blanco,starken,TEST240,929609280
1501734,delivered,delivered,14/5/2020 9:32:35,14/5/2020,Shipit0241,Antonio Jimenez,starken,TEST241,929609296
1501733,delivered,delivered,14/5/2020 9:32:34,14/5/2020,Shipit0242,Jose Moreno,starken,TEST242,929609295
1501732,delivered,delivered,14/5/2020 9:32:34,14/5/2020,Shipit0243,Manuel Muñoz,starken,TEST243,929609294
1501731,delivered,delivered,14/5/2020 9:32:33,14/5/2020,Shipit0244,Francisco Vazquez,starken,TEST244,929609279
1501730,delivered,delivered,14/5/2020 9:32:32,14/5/2020,Shipit0245,David Gil,starken,TEST245,929609278
1501729,delivered,delivered,14/5/2020 9:32:31,14/5/2020,Shipit0246,Juan Dominguez,starken,TEST246,929609293
1501728,delivered,delivered,14/5/2020 9:32:30,14/5/2020,Shipit0247,Jose Antonio Castro,starken,TEST247,929609277
1501727,delivered,delivered,14/5/2020 9:32:29,14/5/2020,Shipit0248,Javier Ramos,starken,TEST248,929609276
1501726,delivered,delivered,14/5/2020 9:32:28,14/5/2020,Shipit0249,Daniel Garcia,starken,TEST249,929609292
1501725,delivered,delivered,14/5/2020 9:32:27,14/5/2020,Shipit0250,Jose Luis Gonzalez,starken,TEST250,929609291
1501724,delivered,delivered,14/5/2020 9:32:27,14/5/2020,Shipit0251,Francisco Javier Fernandez,starken,TEST251,929609290
1501723,delivered,delivered,14/5/2020 9:32:26,14/5/2020,Shipit0252,Carlos Perez,starken,TEST252,929609289
1501722,delivered,delivered,14/5/2020 9:32:25,14/5/2020,Shipit0253,Jesus Lopez,starken,TEST253,929609275
1501721,delivered,delivered,14/5/2020 9:32:24,14/5/2020,Shipit0254,Alejandro Rodriguez,starken,TEST254,929609288
1501720,delivered,delivered,14/5/2020 9:32:23,14/5/2020,Shipit0255,Miguel Martinez,starken,TEST255,929609274
1501719,delivered,delivered,14/5/2020 9:32:22,14/5/2020,Shipit0256,Jose Manuel Sanchez,starken,TEST256,929609287
1501718,delivered,delivered,14/5/2020 9:32:21,14/5/2020,Shipit0257,Rafael Gomez,starken,TEST257,929609266
1501717,delivered,delivered,14/5/2020 9:32:21,14/5/2020,Shipit0258,Miguel Angel Alvarez,starken,TEST258,929609273
1501716,delivered,delivered,14/5/2020 9:32:20,14/5/2020,Shipit0259,Pedro Martin,starken,TEST259,929609272
1501715,delivered,delivered,14/5/2020 9:32:19,14/5/2020,Shipit0260,Angel Diaz,starken,TEST260,929609265
1501714,delivered,delivered,14/5/2020 9:32:18,14/5/2020,Shipit0261,Antonio Alonso,starken,TEST261,929609282
1501713,delivered,delivered,14/5/2020 9:32:17,14/5/2020,Shipit0262,Jose Ruiz,starken,TEST262,929609264
1501712,delivered,delivered,14/5/2020 9:32:16,14/5/2020,Shipit0263,Manuel Hernandez,starken,TEST263,929609269
1501711,delivered,delivered,14/5/2020 9:32:15,14/5/2020,Shipit0264,Francisco Gutierrez,starken,TEST264,929609263
1501710,delivered,delivered,14/5/2020 9:32:14,14/5/2020,Shipit0265,David Blanco,starken,TEST265,929609268
1501709,delivered,delivered,14/5/2020 9:32:14,14/5/2020,Shipit0266,Juan Jimenez,starken,TEST266,929609267
1501708,delivered,delivered,14/5/2020 9:32:13,14/5/2020,Shipit0267,Jose Antonio Moreno,starken,TEST267,929609262
1501707,delivered,delivered,14/5/2020 9:32:12,14/5/2020,Shipit0268,Javier Muñoz,starken,TEST268,929609261
1501706,delivered,delivered,14/5/2020 9:32:11,14/5/2020,Shipit0269,Daniel Vazquez,starken,TEST269,929609260
1501705,delivered,delivered,14/5/2020 9:32:10,14/5/2020,Shipit0270,Jose Luis Gil,starken,TEST270,929609246
1501704,delivered,delivered,14/5/2020 9:32:09,14/5/2020,Shipit0271,Francisco Javier Dominguez,starken,TEST271,929609259
1501703,delivered,delivered,14/5/2020 9:32:08,14/5/2020,Shipit0272,Carlos Castro,starken,TEST272,929609245
1501702,delivered,delivered,14/5/2020 9:32:08,14/5/2020,Shipit0273,Jesus Ramos,starken,TEST273,929609244
1501701,delivered,delivered,14/5/2020 9:32:07,14/5/2020,Shipit0274,Alejandro Garcia,starken,TEST274,929609243
1501700,delivered,delivered,14/5/2020 9:32:06,14/5/2020,Shipit0275,Miguel Gonzalez,starken,TEST275,929609343
1501699,delivered,delivered,14/5/2020 9:32:05,14/5/2020,Shipit0276,Jose Manuel Fernandez,starken,TEST276,929609258
1501698,delivered,delivered,14/5/2020 9:32:04,14/5/2020,Shipit0277,Rafael Perez,starken,TEST277,929609242
1501697,delivered,delivered,14/5/2020 9:32:03,14/5/2020,Shipit0278,Miguel Angel Lopez,starken,TEST278,929609257
1501696,delivered,delivered,14/5/2020 9:32:02,14/5/2020,Shipit0279,Pedro Rodriguez,starken,TEST279,929609256
1501694,delivered,delivered,14/5/2020 9:32:02,14/5/2020,Shipit0280,Angel Martinez,starken,TEST280,929609241
1501693,delivered,delivered,14/5/2020 9:32:01,14/5/2020,Shipit0281,Antonio Sanchez,starken,TEST281,929609255
1501692,delivered,delivered,14/5/2020 9:32:00,14/5/2020,Shipit0282,Jose Gomez,starken,TEST282,929609254
1501691,delivered,delivered,14/5/2020 9:31:59,14/5/2020,Shipit0283,Manuel Alvarez,starken,TEST283,929609240
1501690,delivered,delivered,14/5/2020 9:31:58,14/5/2020,Shipit0284,Francisco Martin,starken,TEST284,929609253
1501689,delivered,delivered,14/5/2020 9:31:57,14/5/2020,Shipit0285,David Diaz,starken,TEST285,929609252
1501688,delivered,delivered,14/5/2020 9:31:56,14/5/2020,Shipit0286,Juan Alonso,starken,TEST286,929609251
1501687,delivered,delivered,14/5/2020 9:31:55,14/5/2020,Shipit0287,Jose Antonio Ruiz,starken,TEST287,929609250
1501686,delivered,delivered,14/5/2020 9:31:55,14/5/2020,Shipit0288,Javier Hernandez,starken,TEST288,929609239
1501685,delivered,delivered,14/5/2020 9:31:54,14/5/2020,Shipit0289,Daniel Gutierrez,starken,TEST289,929609238
1501684,delivered,delivered,14/5/2020 9:31:53,14/5/2020,Shipit0290,Jose Luis Blanco,starken,TEST290,929609249
1501683,delivered,delivered,14/5/2020 9:31:52,14/5/2020,Shipit0291,Francisco Javier Jimenez,starken,TEST291,929609237
1501682,delivered,delivered,14/5/2020 9:31:51,14/5/2020,Shipit0292,Carlos Moreno,starken,TEST292,929609236
1501681,delivered,delivered,14/5/2020 9:31:50,14/5/2020,Shipit0293,Jesus Muñoz,starken,TEST293,929609235
1501680,delivered,delivered,14/5/2020 9:31:49,14/5/2020,Shipit0294,Alejandro Vazquez,starken,TEST294,929609247
1501679,delivered,delivered,14/5/2020 9:31:49,14/5/2020,Shipit0295,Miguel Gil,starken,TEST295,929609225
1501678,delivered,delivered,14/5/2020 9:31:48,14/5/2020,Shipit0296,Jose Manuel Dominguez,starken,TEST296,929609226
1501677,delivered,delivered,14/5/2020 9:31:47,14/5/2020,Shipit0297,Rafael Castro,starken,TEST297,929609234
1501676,delivered,delivered,14/5/2020 9:31:46,14/5/2020,Shipit0298,Miguel Angel Ramos,starken,TEST298,929609233
1501675,delivered,delivered,14/5/2020 9:31:45,14/5/2020,Shipit0299,Pedro Garcia,starken,TEST299,929609223
1501674,delivered,delivered,14/5/2020 9:31:44,14/5/2020,Shipit0300,Angel Gonzalez,starken,TEST300,929609231
1501673,delivered,delivered,14/5/2020 9:31:43,14/5/2020,Shipit0301,Antonio Fernandez,starken,TEST301,929609222
1501672,delivered,delivered,14/5/2020 9:31:43,14/5/2020,Shipit0302,Jose Perez,starken,TEST302,929609230
1501671,delivered,delivered,14/5/2020 9:31:42,14/5/2020,Shipit0303,Manuel Lopez,starken,TEST303,929609221
1501670,delivered,delivered,14/5/2020 9:31:41,14/5/2020,Shipit0304,Francisco Rodriguez,starken,TEST304,929609220
1501669,delivered,delivered,14/5/2020 9:31:40,14/5/2020,Shipit0305,David Martinez,starken,TEST305,929609229
1501668,delivered,delivered,14/5/2020 9:31:39,14/5/2020,Shipit0306,Juan Sanchez,starken,TEST306,929609219
1501667,delivered,delivered,14/5/2020 9:31:38,14/5/2020,Shipit0307,Jose Antonio Gomez,starken,TEST307,929609228
1501666,delivered,delivered,14/5/2020 9:31:37,14/5/2020,Shipit0308,Javier Alvarez,starken,TEST308,929609218
1501665,delivered,delivered,14/5/2020 9:31:36,14/5/2020,Shipit0309,Daniel Martin,starken,TEST309,929609217
1501664,delivered,delivered,14/5/2020 9:31:36,14/5/2020,Shipit0310,Jose Luis Diaz,starken,TEST310,929609227
1501663,delivered,delivered,14/5/2020 9:31:35,14/5/2020,Shipit0311,Francisco Javier Alonso,starken,TEST311,929609206
1501662,delivered,delivered,14/5/2020 9:31:34,14/5/2020,Shipit0312,Carlos Ruiz,starken,TEST312,929609216
1501661,delivered,delivered,14/5/2020 9:31:25,14/5/2020,Shipit0313,Jesus Hernandez,starken,TEST313,929609204
1501660,delivered,delivered,14/5/2020 9:31:24,14/5/2020,Shipit0314,Alejandro Gutierrez,starken,TEST314,929609203
1501659,delivered,delivered,14/5/2020 9:31:24,14/5/2020,Shipit0315,Miguel Blanco,starken,TEST315,929609202
1501658,delivered,delivered,14/5/2020 9:31:23,14/5/2020,Shipit0316,Jose Manuel Jimenez,starken,TEST316,929609201
1501656,delivered,delivered,14/5/2020 9:31:14,14/5/2020,Shipit0317,Rafael Moreno,starken,TEST317,929609200
1501655,delivered,delivered,14/5/2020 9:31:13,14/5/2020,Shipit0318,Miguel Angel Muñoz,starken,TEST318,929609215
1501654,delivered,delivered,14/5/2020 9:31:12,14/5/2020,Shipit0319,Pedro Vazquez,starken,TEST319,929609199
1501653,delivered,delivered,14/5/2020 9:31:11,14/5/2020,Shipit0320,Angel Gil,starken,TEST320,929609214
1501652,delivered,delivered,14/5/2020 9:31:11,14/5/2020,Shipit0321,Antonio Dominguez,starken,TEST321,929609197
1501651,delivered,delivered,14/5/2020 9:31:10,14/5/2020,Shipit0322,Jose Castro,starken,TEST322,929609322
1501650,delivered,delivered,14/5/2020 9:31:09,14/5/2020,Shipit0323,Manuel Ramos,starken,TEST323,929609313
1501649,delivered,delivered,14/5/2020 9:31:08,14/5/2020,Shipit0324,Francisco Garcia,starken,TEST324,929609314
1501648,delivered,delivered,14/5/2020 9:31:07,14/5/2020,Shipit0325,David Gonzalez,starken,TEST325,929609196
1501647,delivered,delivered,13/5/2020 9:31:07,13/5/2020,Shipit0326,Juan Fernandez,starken,TEST326,929609213
1501646,delivered,delivered,13/5/2020 9:31:06,13/5/2020,Shipit0327,Jose Antonio Perez,starken,TEST327,929609212
1501645,delivered,delivered,13/5/2020 9:31:05,13/5/2020,Shipit0328,Javier Lopez,starken,TEST328,929609323
1501644,delivered,delivered,13/5/2020 9:31:05,13/5/2020,Shipit0329,Daniel Rodriguez,starken,TEST329,929609211
1501643,delivered,delivered,13/5/2020 9:31:04,13/5/2020,Shipit0330,Jose Luis Martinez,starken,TEST330,929609194
1501642,delivered,delivered,13/5/2020 9:31:03,13/5/2020,Shipit0331,Francisco Javier Sanchez,starken,TEST331,929609342
1501641,delivered,delivered,13/5/2020 9:31:02,13/5/2020,Shipit0332,Carlos Gomez,starken,TEST332,929609195
1501640,delivered,delivered,13/5/2020 9:31:01,13/5/2020,Shipit0333,Jesus Alvarez,starken,TEST333,929609334
1501639,delivered,delivered,13/5/2020 9:31:00,13/5/2020,Shipit0334,Alejandro Martin,starken,TEST334,929609321
1501638,delivered,delivered,13/5/2020 9:30:59,13/5/2020,Shipit0335,Miguel Diaz,starken,TEST335,929609210
1501637,delivered,delivered,13/5/2020 9:30:58,13/5/2020,Shipit0336,Jose Manuel Alonso,starken,TEST336,929609341
1501636,delivered,delivered,13/5/2020 9:30:58,13/5/2020,Shipit0337,Rafael Ruiz,starken,TEST337,929609209
1501635,delivered,delivered,13/5/2020 9:30:57,13/5/2020,Shipit0338,Miguel Angel Hernandez,starken,TEST338,929609340
1501634,delivered,delivered,13/5/2020 9:30:56,13/5/2020,Shipit0339,Pedro Gutierrez,starken,TEST339,929609208
1501633,delivered,delivered,13/5/2020 9:30:55,13/5/2020,Shipit0340,Angel Blanco,starken,TEST340,929609333
1501632,delivered,delivered,13/5/2020 9:30:54,13/5/2020,Shipit0341,Antonio Jimenez,starken,TEST341,929609316
1501631,delivered,delivered,13/5/2020 9:30:53,13/5/2020,Shipit0342,Jose Moreno,starken,TEST342,929609319
1501630,delivered,delivered,13/5/2020 9:30:52,13/5/2020,Shipit0343,Manuel Muñoz,starken,TEST343,929609339
1501629,delivered,delivered,13/5/2020 9:30:52,13/5/2020,Shipit0344,Francisco Vazquez,starken,TEST344,929609338
1501628,delivered,delivered,13/5/2020 9:30:51,13/5/2020,Shipit0345,David Gil,starken,TEST345,929609337
1501627,delivered,delivered,13/5/2020 9:30:50,13/5/2020,Shipit0346,Juan Dominguez,starken,TEST346,929609331
1501626,delivered,delivered,13/5/2020 9:30:49,13/5/2020,Shipit0347,Jose Antonio Castro,starken,TEST347,929609193
1501625,delivered,delivered,13/5/2020 9:30:48,13/5/2020,Shipit0348,Javier Ramos,starken,TEST348,929609332
1501624,delivered,delivered,13/5/2020 9:30:47,13/5/2020,Shipit0349,Daniel Garcia,starken,TEST349,929609315
1501623,delivered,delivered,13/5/2020 9:30:46,13/5/2020,Shipit0350,Jose Luis Gonzalez,starken,TEST350,929609318
1501622,delivered,delivered,13/5/2020 9:30:46,13/5/2020,Shipit0351,Francisco Javier Fernandez,starken,TEST351,929609192
1501621,delivered,delivered,13/5/2020 9:30:45,13/5/2020,Shipit0352,Carlos Perez,starken,TEST352,929609207
1501620,delivered,delivered,13/5/2020 9:30:44,13/5/2020,Shipit0353,Jesus Lopez,starken,TEST353,929609317
1501460,delivered,delivered,13/5/2020 9:30:43,13/5/2020,Shipit0354,Alejandro Rodriguez,starken,TEST354,929609028
1499339,delivered,delivered,13/5/2020 9:30:42,13/5/2020,Shipit0355,Miguel Martinez,starken,TEST355,929606042
1495125,delivered,delivered,13/5/2020 9:30:41,13/5/2020,Shipit0356,Jose Manuel Sanchez,starken,TEST356,929561004
1493995,delivered,delivered,13/5/2020 9:30:40,13/5/2020,Shipit0357,Rafael Gomez,starken,TEST357,929555319
1493994,delivered,delivered,13/5/2020 9:30:39,13/5/2020,Shipit0358,Miguel Angel Alvarez,starken,TEST358,929555317
1493993,delivered,delivered,13/5/2020 9:30:39,13/5/2020,Shipit0359,Pedro Martin,starken,TEST359,929555299
1493992,delivered,delivered,13/5/2020 9:30:38,13/5/2020,Shipit0360,Angel Diaz,starken,TEST360,929555316
1493991,delivered,delivered,13/5/2020 9:30:37,13/5/2020,Shipit0361,Antonio Alonso,starken,TEST361,929555315
1493990,delivered,delivered,13/5/2020 9:30:36,13/5/2020,Shipit0362,Jose Ruiz,starken,TEST362,929555318
1493989,delivered,delivered,13/5/2020 9:30:35,13/5/2020,Shipit0363,Manuel Hernandez,starken,TEST363,929555298
1493987,delivered,delivered,13/5/2020 9:30:34,13/5/2020,Shipit0364,Francisco Gutierrez,starken,TEST364,929555314
1493986,delivered,delivered,13/5/2020 9:30:33,13/5/2020,Shipit0365,David Blanco,starken,TEST365,929555312
1493985,delivered,delivered,13/5/2020 9:30:33,13/5/2020,Shipit0366,Juan Jimenez,starken,TEST366,929555297
1493984,delivered,delivered,13/5/2020 9:30:32,13/5/2020,Shipit0367,Jose Antonio Moreno,starken,TEST367,929555313
1493983,delivered,delivered,13/5/2020 9:30:31,13/5/2020,Shipit0368,Javier Muñoz,starken,TEST368,929555310
1493982,delivered,delivered,13/5/2020 9:30:30,13/5/2020,Shipit0369,Daniel Vazquez,starken,TEST369,929555311
1493981,delivered,delivered,13/5/2020 9:30:29,13/5/2020,Shipit0370,Jose Luis Gil,starken,TEST370,929555296
1493695,delivered,delivered,13/5/2020 9:30:28,13/5/2020,Shipit0371,Francisco Javier Dominguez,chilexpress,TEST371,712089842181
1493694,delivered,delivered,13/5/2020 9:30:27,13/5/2020,Shipit0372,Carlos Castro,chilexpress,TEST372,712089842170
1493693,delivered,delivered,13/5/2020 9:30:26,13/5/2020,Shipit0373,Jesus Ramos,chilexpress,TEST373,712089842273
1493692,delivered,delivered,13/5/2020 9:30:26,13/5/2020,Shipit0374,Alejandro Garcia,chilexpress,TEST374,712089842284
1493691,delivered,delivered,13/5/2020 9:30:25,13/5/2020,Shipit0375,Miguel Gonzalez,chilexpress,TEST375,712089842074
1493690,delivered,delivered,13/5/2020 9:30:24,13/5/2020,Shipit0376,Jose Manuel Fernandez,chilexpress,TEST376,712089842063
1493689,delivered,delivered,13/5/2020 9:30:23,13/5/2020,Shipit0377,Rafael Perez,chilexpress,TEST377,712089842133
1493688,delivered,delivered,13/5/2020 9:30:22,13/5/2020,Shipit0378,Miguel Angel Lopez,chilexpress,TEST378,712089842100
1493687,delivered,delivered,13/5/2020 9:30:21,13/5/2020,Shipit0379,Pedro Rodriguez,chilexpress,TEST379,712089842214
1493685,delivered,delivered,13/5/2020 9:30:20,13/5/2020,Shipit0380,Angel Martinez,chilexpress,TEST380,712089842122
1493684,delivered,delivered,13/5/2020 9:30:20,13/5/2020,Shipit0381,Antonio Sanchez,chilexpress,TEST381,712089842192
1493683,delivered,delivered,12/5/2020 9:30:20,12/5/2020,Shipit0382,Jose Gomez,chilexpress,TEST382,712089842096
1493682,delivered,delivered,12/5/2020 9:30:19,12/5/2020,Shipit0383,Manuel Alvarez,chilexpress,TEST383,712089842004
1493681,delivered,delivered,12/5/2020 9:30:18,12/5/2020,Shipit0384,Francisco Martin,chilexpress,TEST384,712089842111
1493680,delivered,delivered,12/5/2020 9:30:17,12/5/2020,Shipit0385,David Diaz,chilexpress,TEST385,712089842144
1493679,delivered,delivered,12/5/2020 9:30:08,12/5/2020,Shipit0386,Juan Alonso,chilexpress,TEST386,712089842052
1493678,delivered,delivered,12/5/2020 9:30:07,12/5/2020,Shipit0387,Jose Antonio Ruiz,chilexpress,TEST387,712089842203
1493677,delivered,delivered,12/5/2020 9:30:07,12/5/2020,Shipit0388,Javier Hernandez,chilexpress,TEST388,712089842041
1493676,delivered,delivered,12/5/2020 9:30:06,12/5/2020,Shipit0389,Daniel Gutierrez,chilexpress,TEST389,712089842262
1493675,delivered,delivered,12/5/2020 9:30:05,12/5/2020,Shipit0390,Jose Luis Blanco,chilexpress,TEST390,712089842030
1493674,delivered,delivered,12/5/2020 9:30:04,12/5/2020,Shipit0391,Francisco Javier Jimenez,chilexpress,TEST391,712089842026
1493673,delivered,delivered,12/5/2020 9:30:03,12/5/2020,Shipit0392,Carlos Moreno,chilexpress,TEST392,712089842015
1493672,delivered,delivered,12/5/2020 9:30:02,12/5/2020,Shipit0393,Jesus Muñoz,chilexpress,TEST393,712089842251
1493671,delivered,delivered,12/5/2020 9:30:01,12/5/2020,Shipit0394,Alejandro Vazquez,chilexpress,TEST394,712089842166
1493670,delivered,delivered,12/5/2020 9:30:01,12/5/2020,Shipit0395,Miguel Gil,chilexpress,TEST395,712089841982
1493669,delivered,delivered,12/5/2020 9:30:00,12/5/2020,Shipit0396,Jose Manuel Dominguez,chilexpress,TEST396,712089841960
1493668,delivered,delivered,12/5/2020 9:29:59,12/5/2020,Shipit0397,Rafael Garcia,chilexpress,TEST397,712089841993
1493667,delivered,delivered,12/5/2020 9:29:58,12/5/2020,Shipit0398,Miguel Angel Gonzalez,chilexpress,TEST398,712089841945
1493666,delivered,delivered,12/5/2020 9:29:57,12/5/2020,Shipit0399,Pedro Fernandez,chilexpress,TEST399,712089841971
1493665,delivered,delivered,12/5/2020 9:29:56,12/5/2020,Shipit0400,Angel Perez,chilexpress,TEST400,712089841956
1489523,delivered,delivered,12/5/2020 9:29:55,12/5/2020,Shipit0401,Antonio Lopez,starken,TEST401,929543289
1489522,delivered,delivered,12/5/2020 9:29:55,12/5/2020,Shipit0402,Jose Rodriguez,starken,TEST402,929543288
1489521,delivered,delivered,12/5/2020 9:29:54,12/5/2020,Shipit0403,Manuel Martinez,starken,TEST403,929543287
1489520,delivered,delivered,12/5/2020 9:29:53,12/5/2020,Shipit0404,Francisco Sanchez,starken,TEST404,929543272
1489519,delivered,delivered,12/5/2020 9:29:52,12/5/2020,Shipit0405,David Gomez,starken,TEST405,929543273
1489518,delivered,delivered,12/5/2020 9:29:51,12/5/2020,Shipit0406,Juan Alvarez,starken,TEST406,929543266
1489517,delivered,delivered,12/5/2020 9:29:50,12/5/2020,Shipit0407,Jose Antonio Martin,starken,TEST407,929543269
1489516,delivered,delivered,12/5/2020 9:29:49,12/5/2020,Shipit0408,Javier Diaz,starken,TEST408,929543270
1489515,delivered,delivered,12/5/2020 9:29:48,12/5/2020,Shipit0409,Daniel Alonso,starken,TEST409,929543265
1489514,delivered,delivered,12/5/2020 9:29:48,12/5/2020,Shipit0410,Jose Luis Ruiz,starken,TEST410,929543268
1489513,delivered,delivered,12/5/2020 9:29:47,12/5/2020,Shipit0411,Francisco Javier Hernandez,starken,TEST411,929543264
1489512,delivered,delivered,12/5/2020 9:29:46,12/5/2020,Shipit0412,Carlos Gutierrez,starken,TEST412,929543262
1489511,delivered,delivered,12/5/2020 9:29:45,12/5/2020,Shipit0413,Jesus Blanco,starken,TEST413,929543261
1489510,delivered,delivered,12/5/2020 9:29:44,12/5/2020,Shipit0414,Alejandro Jimenez,starken,TEST414,929543246
1489509,delivered,delivered,12/5/2020 9:29:43,12/5/2020,Shipit0415,Miguel Moreno,starken,TEST415,929543244
1489508,delivered,delivered,12/5/2020 9:29:42,12/5/2020,Shipit0416,Jose Manuel Muñoz,starken,TEST416,929543260
1489507,delivered,delivered,12/5/2020 9:29:42,12/5/2020,Shipit0417,Rafael Vazquez,starken,TEST417,929543243
1489506,delivered,delivered,12/5/2020 9:29:41,12/5/2020,Shipit0418,Miguel Angel Gil,starken,TEST418,929543245
1489505,delivered,delivered,12/5/2020 9:29:40,12/5/2020,Shipit0419,Pedro Dominguez,starken,TEST419,929543259
1489504,delivered,delivered,12/5/2020 9:29:39,12/5/2020,Shipit0420,Angel Castro,starken,TEST420,929543258
1489503,delivered,delivered,12/5/2020 9:29:38,12/5/2020,Shipit0421,Antonio Ramos,starken,TEST421,929543241
1489502,delivered,delivered,12/5/2020 9:29:37,12/5/2020,Shipit0422,Jose Garcia,starken,TEST422,929543240
1489501,delivered,delivered,12/5/2020 9:29:36,12/5/2020,Shipit0423,Manuel Gonzalez,starken,TEST423,929543242
1489500,delivered,delivered,12/5/2020 9:29:36,12/5/2020,Shipit0424,Francisco Fernandez,starken,TEST424,929543257
1489499,delivered,delivered,12/5/2020 9:29:35,12/5/2020,Shipit0425,David Perez,starken,TEST425,929543239
1489498,delivered,delivered,12/5/2020 9:29:26,12/5/2020,Shipit0426,Juan Lopez,starken,TEST426,929543238
1489497,delivered,delivered,12/5/2020 9:29:25,12/5/2020,Shipit0427,Jose Antonio Rodriguez,starken,TEST427,929543256
1489496,delivered,delivered,12/5/2020 9:29:24,12/5/2020,Shipit0428,Javier Martinez,starken,TEST428,929543255
1489495,delivered,delivered,12/5/2020 9:29:23,12/5/2020,Shipit0429,Daniel Sanchez,starken,TEST429,929543254
1489494,delivered,delivered,12/5/2020 9:29:23,12/5/2020,Shipit0430,Jose Luis Gomez,starken,TEST430,929543237
1489493,delivered,delivered,12/5/2020 9:29:22,12/5/2020,Shipit0431,Francisco Javier Alvarez,starken,TEST431,929543236
1489492,delivered,delivered,12/5/2020 9:29:21,12/5/2020,Shipit0432,Carlos Martin,starken,TEST432,929543235
1489491,delivered,delivered,12/5/2020 9:29:20,12/5/2020,Shipit0433,Jesus Diaz,starken,TEST433,929543251
1489490,delivered,delivered,12/5/2020 9:29:19,12/5/2020,Shipit0434,Alejandro Alonso,starken,TEST434,929543253
1489489,delivered,delivered,12/5/2020 9:29:18,12/5/2020,Shipit0435,Miguel Ruiz,starken,TEST435,929543252
1489488,delivered,delivered,12/5/2020 9:29:17,12/5/2020,Shipit0436,Jose Manuel Hernandez,starken,TEST436,929543234
1489487,delivered,delivered,12/5/2020 9:29:17,12/5/2020,Shipit0437,Rafael Gutierrez,starken,TEST437,929543233
1489486,delivered,delivered,12/5/2020 9:29:16,12/5/2020,Shipit0438,Miguel Angel Blanco,starken,TEST438,929543250
1489485,delivered,delivered,12/5/2020 9:29:15,12/5/2020,Shipit0439,Pedro Jimenez,starken,TEST439,929543248
1489484,delivered,delivered,12/5/2020 9:29:14,12/5/2020,Shipit0440,Angel Moreno,starken,TEST440,929543226
1489483,delivered,delivered,12/5/2020 9:29:13,12/5/2020,Shipit0441,Antonio Muñoz,starken,TEST441,929543227
1489482,delivered,delivered,12/5/2020 9:29:12,12/5/2020,Shipit0442,Jose Vazquez,starken,TEST442,929543228
1489481,delivered,delivered,12/5/2020 9:29:11,12/5/2020,Shipit0443,Manuel Gil,starken,TEST443,929543222
1489480,delivered,delivered,12/5/2020 9:29:10,12/5/2020,Shipit0444,Francisco Dominguez,starken,TEST444,929543221
1489479,delivered,delivered,12/5/2020 9:29:10,12/5/2020,Shipit0445,David Castro,starken,TEST445,929543218
1489478,delivered,delivered,12/5/2020 9:29:09,12/5/2020,Shipit0446,Juan Ramos,starken,TEST446,929543220
